two_theta_deg,intensity
1.543999999999977746e+01,1.013742019498680384e+04
1.545999999999977703e+01,1.022787615662942335e+04
1.547999999999977661e+01,1.031959643960267567e+04
1.549999999999977618e+01,1.041260515350857349e+04
1.551999999999977575e+01,1.050692699096493379e+04
1.553999999999977533e+01,1.060258724469539993e+04
1.555999999999977490e+01,1.069961182520845432e+04
1.557999999999977447e+01,1.079802727908879751e+04
1.559999999999977405e+01,1.089786080792549728e+04
1.561999999999977362e+01,1.099914028790239536e+04
1.563999999999977319e+01,1.110189429007743274e+04
1.565999999999977277e+01,1.120615210137878603e+04
1.567999999999977234e+01,1.131194374634686028e+04
1.569999999999977192e+01,1.141930000965278305e+04
1.571999999999977149e+01,1.152825245942512447e+04
1.573999999999977106e+01,1.163883347141834383e+04
1.575999999999977064e+01,1.175107625405782346e+04
1.577999999999977021e+01,1.186501487439810990e+04
1.579999999999976978e+01,1.198068428503263931e+04
1.581999999999976936e+01,1.209812035199507409e+04
1.583999999999976893e+01,1.221735988369428378e+04
1.585999999999976851e+01,1.233844066092703179e+04
1.587999999999976808e+01,1.246140146801453739e+04
1.589999999999976765e+01,1.258628212511132733e+04
1.591999999999976723e+01,1.271312352173712134e+04
1.593999999999976680e+01,1.284196765158509334e+04
1.595999999999976637e+01,1.297285764866231693e+04
1.597999999999976595e+01,1.310583782482109018e+04
1.599999999999976552e+01,1.324095370874271430e+04
1.601999999999976509e+01,1.337825208643839687e+04
1.603999999999976467e+01,1.351778104333521514e+04
1.605999999999976424e+01,1.365959000801845286e+04
1.607999999999976382e+01,1.380372979770541860e+04
1.609999999999976339e+01,1.395025266552946596e+04
1.611999999999976296e+01,1.409921234971724516e+04
1.613999999999976254e+01,1.425066412474631034e+04
1.615999999999976211e+01,1.440466485457488488e+04
1.617999999999976168e+01,1.456127304804035884e+04
1.619999999999976126e+01,1.472054891652815058e+04
1.621999999999976083e+01,1.488255443401800585e+04
1.623999999999976040e+01,1.504735339962052058e+04
1.625999999999975998e+01,1.521501150272270934e+04
1.627999999999975955e+01,1.538559639086784773e+04
1.629999999999975913e+01,1.555917774050167463e+04
1.631999999999975870e+01,1.573582733072419614e+04
1.633999999999975827e+01,1.591561912019404372e+04
1.635999999999975785e+01,1.609862932734046444e+04
1.637999999999975742e+01,1.628493651404660523e+04
1.639999999999975699e+01,1.647462167297701308e+04
1.641999999999975657e+01,1.666776831873193078e+04
1.643999999999975614e+01,1.686446258302140268e+04
1.645999999999975572e+01,1.706479331406316487e+04
1.647999999999975529e+01,1.726885218042010456e+04
1.649999999999975486e+01,1.747673377950535360e+04
1.651999999999975444e+01,1.768853575099667069e+04
1.653999999999975401e+01,1.790435889541560391e+04
1.655999999999975358e+01,1.812430729814221195e+04
